user69,user69@gmail.com,Pilar,Pinto,933333069,123456,CLIENTE
user70,user70@gmail.com,Rafael,Reyes,933333070,123456,CLIENTE
user71,user71@gmail.com,Sabrina,Salazar,933333071,123456,CLIENTE
user72,user72@gmail.com,Simon,Silva,933333072,123456,CLIENTE
user73,user73@gmail.com,Tatiana,Tovar,933333073,123456,CLIENTE
user74,user74@gmail.com,Teo,Trigo,933333074,123456,CLIENTE
user75,user75@gmail.com,Valentin,Vallejo,933333075,123456,CLIENTE
user76,user76@gmail.com,Veronica,Villanueva,933333076,123456,CLIENTE
user77,user77@gmail.com,William,Walsh,933333077,123456,CLIENTE
user78,user78@gmail.com,Xochitl,Xavier,933333078,123456,CLIENTE
user79,user79@gmail.com,Yadira,Ybarra,933333079,123456,CLIENTE
user80,user80@gmail.com,Zulma,Zabala,933333080,123456,CLIENTE
user81,user81@gmail.com,Arturo,Aranda,933333081,123456,CLIENTE
user82,user82@gmail.com,Belen,Bravo,933333082,123456,CLIENTE
user83,user83@gmail.com,Cristian,Camacho,933333083,123456,CLIENTE
user84,user84@gmail.com,Diego,Duarte,933333084,123456,CLIENTE
user85,user85@gmail.com,Eva,Esquivel,933333085,123456,CLIENTE
user86,user86@gmail.com,Francisco,Farias,933333086,123456,CLIENTE
user87,user87@gmail.com,Gaston,Galvan,933333087,123456,CLIENTE
user88,user88@gmail.com,Hernan,Herrero,933333088,123456,CLIENTE
user89,user89@gmail.com,Ismael,Izquierdo,933333089,123456,CLIENTE
user90,user90@gmail.com,Julia,Jara,933333090,123456,CLIENTE
user91,user91@gmail.com,Katia,King,933333091,123456,CLIENTE
user92,user92@gmail.com,Luciano,Ledesma,933333092,123456,CLIENTE
user93,user93@gmail.com,Monica,Moreno,933333093,123456,CLIENTE
user94,user94@gmail.com,Nestor,Noriega,933333094,123456,CLIENTE
user95,user95@gmail.com,Omar,Ojeda,933333095,123456,CLIENTE
